"","tweet_id","sentiment","author","content","gemini"
"901",1962392850,"neutral","cbldivas","Danny cut his beautiful curls","sadness"
"902",1962396607,"surprise","Rockaholica","so....i'm guessing no BGN?","neutral"
"903",1962402965,"worry","blueyedgrl44","Trying to stay upbeat while I wait to get my keys out of my locked car","worry"
"904",1962404828,"happiness","lacitygrl8","such.a.tease.","anger"
"905",1962408126,"boredom","brendablue43","grumble..weather man.. don't know wtf they are talkin about.","anger"
"906",1962410227,"sadness","AbesWreck","Hey #socialmediatv ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV)","boredom"
"907",1962411327,"surprise","clashley21","I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*","sadness"
"908",1962413094,"love","Soph4Soph","@Caroljs Warren has just died.. hannah has been killed.. and I'm gutted!!! I love warren (even if he is nasty!!)","sadness"
"909",1962414584,"worry","crownroyalgal49","never answer me back","anger"
"911",1962424584,"worry","MaryanneAllan","Yay, it's friday and boo i'm so broke i have no dosh","fun"
"912",1962426943,"worry","C_Alley","@evylove why no FF for me?","worry"
"913",1962432062,"sadness","Garythetwit","my life is sad..just had reminder go off on my phone to recharge toothbrush!","sadness"
"914",1962434172,"sadness","lady_monet","@ShaniquaDenise You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!","sadness"
"915",1962436716,"hate","danielknibbs","I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??","hate"
"916",1962441227,"love","tacoman667","@cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds","worry"
"917",1962450158,"neutral","acogswell","I ate too many kisses.","fun"
"918",1962452866,"worry","arthabaska","@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it","anger"
"920",1962457806,"worry","pianofortay","Fuck traffic. Going to be late!","anger"
"921",1962458885,"surprise","mandydoucet","Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!","sadness"
"922",1962462133,"love","ChristiKidd","@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1","sadness"
"923",1962464639,"worry","stellery","@omgitsafox I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~","neutral"
"924",1962473022,"neutral","cruzceleste","@nick_carter The video is `private I cant see it","boredom"
"925",1962475772,"neutral","PearlBrownie","@mellabella6 and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR","anger"
"926",1962477674,"worry","nickysavage","@yukihoang i had a dream that u didn't like me","sadness"
"927",1962479987,"neutral","Steveshd","@ropiko I am also very tired","sadness"
"928",1962483404,"sadness","chris_sdca","Is wondering what happened to the sun? Damn May grey!","sadness"
"929",1962485083,"sadness","Beccabeebee","@chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in.","sadness"
"930",1962514719,"worry","fastest963","@abraham not funny","hate"
"931",1962516360,"worry","filmfaker09","@eogasawa psh... I'm not cool enough to go to their open-houses.","anger"
"932",1962520026,"neutral","McFlyingGirl","Better do some physics revision  x","neutral"
"933",1962522731,"boredom","xkodakx","On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16","neutral"
"934",1962526115,"fun","yay_men","@unitechy @Shadez is all mine  #twpp #shadez","surprise"
"935",1962528503,"sadness","alexislovesyouu","@stargirlreads i cantttt.  my grandparents are here.","worry"
"936",1962530757,"worry","shawg96","Hangin with the fam! My head is hurtin","sadness"
"937",1962560599,"sadness","_SweetCheekszx3","In school ; With Victoria &amp; Bryan (: _ no more school soon, sadd i am","sadness"
"938",1962562738,"worry","felk21","contemplating getting my hair cut and having severe anxiety about it....","worry"
"939",1962563886,"relief","HayloT81","At work and really slow for a beautiful day and a Friday.","boredom"
"940",1962565564,"happiness","Ruthlovesmovies","@SpinachPuffs yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/","neutral"
"941",1962567491,"happiness","pinkielarue","@TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe","neutral"
"942",1962569426,"sadness","dariustrucker","Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$","boredom"
"943",1962571821,"worry","Jerzygrllys","Damn it, the guys aren't at #comet09  I hope they win though","anger"
"944",1962575396,"relief","Welsy","Two more loads and the moving crew's done! Started at 7am and i'm done for the day! Too bad the ac doesn't work in my new place  oh life!","relief"
"945",1962580479,"worry","kaleenb","I want noms","fun"
"946",1962582804,"happiness","scamby1","Car shopping with kacy yay","fun"
"947",1962586007,"neutral","MaxxieJax","I just realized that im going home 2 weeks from today","relief"
"948",1962589434,"worry","LydiaJorge","transferring 368558682 photos is annoying.. I want to watch Up","boredom"
"949",1962592290,"neutral","BrandySanDiego","@tattoos1985 is it seven yet?","worry"
"950",1962594677,"neutral","kotby","really need to study, many books many updates  :~","worry"
"951",1962600327,"worry","vieirasboots","I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football","neutral"
"952",1962602966,"worry","xTHEOx","I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.","sadness"
"954",1962607890,"enthusiasm","LGDComm","@maryegilmore Ready! Its raining in Miami though  Go Cavs right?","neutral"
"955",1962610369,"sadness","JennieSem","in accounting class ; then detention after","worry"
"956",1962614322,"love","starwildbuzz","@HeatXCL I wanna get an FF tweet too","surprise"
"957",1962616669,"sadness","Thedream13","last day at the Ko Olina.  off to north shoreee(:","surprise"
"958",1962618222,"worry","BizzMan0n","is alone  ! watch a lot of DVD on my laptop !!!","boredom"
"960",1962652712,"hate","gigi4538","1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip","anger"
"961",1962654276,"neutral","janavalerie","@misschellebeans i work til 10:15...","neutral"
"962",1962655970,"sadness","KirtiB","@shaaqT @primaveron to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp","love"
"963",1962660661,"worry","ajmsnr","Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed","sadness"
"964",1962662162,"neutral","kakewhore","I'm sitting around wanting to do something  any ideas?","neutral"
"965",1962664264,"worry","lillibet56","@NPollard unless absolutely gorgeous I'd rather men stayed covered up! Have seen sights today to put you off your food.......  #ukpubs","anger"
"966",1962684003,"worry","etherealemk","Another Lake Park kid is going to Tulane. I'm not unique anymore","sadness"
"967",1962685710,"surprise","alice_wynn","@jenna218 I'm there! So, no New York for me!","surprise"
"968",1962686947,"worry","lisalee","@ajcoo82 oh no.  hope you feel better soon. Hugs. I had flu earlier this month.","relief"
"969",1962690291,"sadness","newkidfan78","listening to @joeymcintyrye's Without Your Love...hes so tortured in that song...makes me sad","sadness"
"970",1962692543,"sadness","MissMileysFan1","@MandyyJirouxx but Today mtv does not allow us to vote","neutral"
"971",1962694386,"neutral","iJerkdummynigh","bout tuh head out an find sum wher tuh go an chill","neutral"
"972",1962697308,"worry","Silkytooth","@autonomy14 Ah, sorry to hear your trip was canceled","relief"
"973",1962700257,"sadness","kooltycoon","@lyricals don't care about my struggles..","anger"
"974",1962703698,"sadness","moonslark","@sunilsebastian I still have a lot of time on my stupid contract...  18 months before I can change providers","worry"
"975",1962705336,"happiness","danni82","@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked","fun"
"976",1962708562,"worry","easywayout","feel. sick. too. much. cheese. on. toast.","anger"
"977",1962712054,"sadness","hellohouston","@kyle_newman i just called and it's sold out.  bummer. next time!","sadness"
"978",1962714445,"sadness","tracy3577","spending most of the weekend working.. that doesn't even sound fun","boredom"
"979",1962717674,"worry","djvillin","@yayamartinez dude i am so sorry!!!!! I never got that number for you my fail  i just remembered","sadness"
"980",1962719031,"worry","Dogbook","Tiggerk is still having upset tummy issues  http://apps.facebook.com/dogbook/profile/view/6823131","sadness"
"982",1962723200,"sadness","flufftronix","Roscoe - Smooth Sailin' WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME","surprise"
"983",1962725062,"worry","jamieradcliff","is really stressing out","worry"
"984",1962726989,"hate","LindyyR","ughh on the phone with HP!","anger"
"985",1962729615,"worry","SydneyAngel","Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.","anger"
"986",1962731506,"relief","SarahGomes_x","Allies not coming over","sadness"
"987",1962734804,"worry","paul_steele","@Cracklin_Rosie  it was my name until yesterday","surprise"
"988",1962737952,"sadness","ipunchedabee","I miss you","sadness"
"989",1962740328,"worry","lost_dog","@wenatcheewash I am lost. Please help me find a good home.","worry"
"990",1962743297,"worry","TerrenceCheek","@crystal_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch @AOTS everyday except for Friday its a best of AOTS.","neutral"
"991",1962744193,"neutral","George_Austin","@nmarshall23","neutral"
"992",1962745925,"neutral","PrincessMandyA","My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733","surprise"
"993",1962748618,"worry","HiDefiniti0n","Math class ugh.  Rather be a class act.  Damn quiz   gotta act fast","anger"
"995",1962770173,"worry","jennwest630","@joeymcintyre  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!","worry"
"996",1962772421,"sadness","Ayla_F","@Dayna_aka_Rowan he could be talking to me  (he's probably not though ;) )","surprise"
"997",1962776204,"neutral","ryanmckernan","@3Alexx It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!!","enthusiasm"
"998",1962779561,"worry","JasonKAM","proper cba with out!","anger"
"999",1962781538,"love","LettyM","@Crazy_Cindy  BIG HUGGS","happiness"
"1000",1962783043,"neutral","alandickson","last time washing my hair","neutral"
"1001",1962803693,"worry","Bryan175","@babblingbrookie Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.","anger"
"1002",1962805978,"worry","prettyprettynat","@LLCee I had to find out via twitter","surprise"
"1003",1962808058,"neutral","katiebarrowman","Ug. Full of cold and in a dark pub. Want to go outside","sadness"
"1004",1962810366,"happiness","50000steps","Just received my Leeds 10K bib and timing chip - but my hip injury means I won't be breaking any 10K PB this time around","sadness"
"1005",1962812148,"empty","bourgie07","IN $RF @3.94 - target $5.30.  OUT $DNDN @$21.85 near days low","neutral"
"1006",1962813992,"neutral","xxreedy","@willisface you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!","enthusiasm"
"1007",1962816502,"sadness","trustmyface","Laundry time and LOTS of it!","neutral"
"1008",1962819066,"sadness","BarbiMunster","Off to Nanaimo 2day... missing my son already and i havent even left yet","sadness"
"1009",1962822536,"sadness","TwatRock","@tessonfire I feel almost empty inside today.  Not a good feeling.","empty"
"1010",1962824909,"worry","Kshattap","@Jonasbrothers come on guys.. you shouldn't promote here :| it's kinda disappointing. Twitter's for UPDATES","anger"
"1011",1962827911,"worry","luoxiongtian","Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work","worry"
"1012",1962830428,"happiness","Meagan_Ox","@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,","neutral"
"1013",1962832491,"hate","homebrewer","Getting AxKit running on Ubuntu 8.04 is making my head explode.","anger"
"1014",1962834038,"hate","sugarsasparella","i hateeeeeeeeee telemarketers!!!!! gotten about 10 phone calls today from them and its only 3 in the afternoon!!","anger"
"1015",1962837796,"sadness","TheBudgeBunch","@Totally_Toni   i'm having one of those days today also","sadness"
"1016",1962840026,"neutral","quincycarolan","my tree tipped over in the lawn","sadness"
"1017",1962841827,"enthusiasm","Kyra_In_TX","@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.","happiness"
"1018",1962843641,"sadness","KevinJonasLuv","sick  and HAPPY 13th Amanda","happiness"
"1019",1962846154,"sadness","Dogbook","Willie is pouting because Grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293","sadness"
"1020",1962847891,"surprise","plutoniumpage","@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.","neutral"
"1021",1962851465,"worry","danMwilliams","Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday","sadness"
"1022",1962853304,"worry","adamjohnster","It's a sad day, found the first scratch on my car.","sadness"
"1023",1962856877,"worry","jennaajonas","@laurenRIOT_x it's only on in glasgow","neutral"
"1024",1962859835,"surprise","jessicarogers8","@xxojackie oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.","surprise"
"1025",1962861414,"worry","callmeflame","Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.","sadness"
"1026",1962864150,"love","georgie_phx","Immediately regretting my decision to come into the office today, miss my bed","sadness"
"1027",1962866221,"worry","TeenieWahine","@MrsNewlywed  Sorry to hear that.","neutral"
"1028",1962870184,"sadness","klbex","Oh no... The sun's gone!","sadness"
"1029",1962872310,"relief","brookiebee37","I love when i have to burp but everytime i try i almost throw up","sadness"
"1030",1962874202,"neutral","trifluorides","@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3","surprise"
"1031",1962876646,"sadness","QTQuin83","@AttyBowen me and Arlando are totally done. I havn'e talked to him in a LONG time!Now I just have to find a 'worth while' man...","sadness"
"1032",1962878292,"sadness","saxbabe","Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea","anger"
"1033",1962880733,"relief","haayleey","i am boooooooored, theres nowhere to go","boredom"
"1034",1962882921,"neutral","candireign","showed my fluids decreasing slightly. So doesn't look like she's letting me out of this bed anytime soon  I have a follow up U/S next week","worry"
"1035",1962889999,"enthusiasm","andyo22","@neudesigns MCM is still my next main event.  I'll be happy to get back running soon.  Still run-less for 10 days.","happiness"
"1036",1962891215,"neutral","Choqlate","@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend","sadness"
"1037",1962892834,"neutral","LuzGiussani","@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez","neutral"
"1038",1962894061,"love","BethhCunningham","@MandyyJiroux ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: xx","love"
"1039",1962895183,"fun","madelyntrouble","Man i wish i could just bathe in my ice-cold sunkist right now.... But then i'd be sticky","fun"
"1040",1962896803,"sadness","surfindolphin7","Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here.","neutral"
"1041",1962899302,"sadness","MOBEANZ","ps it's rainging","surprise"
"1042",1962901259,"worry","xnarx","@MsUndrstood My sister is graduating too &amp; I can't afford to buy here anything","sadness"
"1043",1962907625,"relief","h2obutterfly","bored out of my mind. I guess im paying the price for having so much fun yesterday.","boredom"
"1045",1962910674,"sadness","thethingiskat","@TheHebrican can we trade weather? it's all gloomy today in la.","neutral"
"1046",1962912560,"relief","sorcha_d","@mileycyrus I would vote for you Miley but I live in Ireland  You'll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx","neutral"
"1047",1962914481,"empty","davygreenberg","@PenDaRella just that you're not here...","sadness"
"1048",1962917667,"sadness","momof3inva","@ChrisSligh I am saddened to see you felt the need to comment about Clay. I know you don't care, but you lost one follower today.","sadness"
"1049",1962919980,"hate","hockeyisgood","@ep31 well twitter doesn't even work from my phone anymore","boredom"
"1050",1962926808,"enthusiasm","Cherrim","@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha","neutral"
"1051",1962930069,"worry","artsyness","Worried about Bry, he has bronchitis and a sinus infection   Poor baby.","worry"
"1052",1962932343,"neutral","JoshuaDG","@laccboner mom said no.","anger"
"1053",1962934389,"neutral","libbymiller","charbotgreen has been suspended  &quot;unusual activity??&quot;","anger"
"1054",1962936068,"happiness","Sweet1030","Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super","fun"
"1055",1962938326,"worry","ladron02","About to go pick up my roomate from the airport....no more house to myself.","neutral"
"1056",1962940214,"worry","bijouxazurine","I have to say, I find it very hard selling on etsy.... sometimes discouraging","sadness"
"1057",1962948750,"sadness","becklyn13","@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old.","sadness"
"1058",1962950111,"neutral","sean8412","can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote","neutral"
"1059",1962952584,"worry","10/1/4040","Twitter won't let me update online. My update box won't work.","boredom"
"1060",1962954453,"worry","shewar","i have dried up superglue on my thunb","anger"
"1061",1962956153,"worry","Nikkers","@GaltsGhost LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed","sadness"
"1062",1962957721,"worry","tomwiilloughby","had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with","sadness"
"1063",1962959665,"anger","kirstydutoit","im writing an exam on a SATURDAY  that should be illegal  where's my weekend?","anger"
"1064",1962962394,"sadness","H2oShy","@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.","surprise"
"1065",1962970496,"sadness","LlamaKid","Still not feeling well","sadness"
"1066",1962973782,"happiness","antiqueweek","Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old","neutral"
"1067",1962977303,"worry","pdxphotog","On the plane to yosemite. Forgot my laptop at home","worry"
"1068",1962979937,"worry","Dorinee","My parents wachting tv but it is terrible and there is nothing else  me so sad","sadness"
"1069",1962981706,"worry","katrina_v","it's summer time.... these gas prices are going up again","worry"
"1070",1962984221,"worry","ChampagneRDub","@cameo1172 i feel u  but its sooo close to me hard not to  but i cant so no point ugh","anger"
"1071",1962993010,"happiness","kaelahbee","Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though","sadness"
"1072",1962995628,"sadness","mblandiniii","what the fuck...ahaha i hate my life sometimes. why reply on only bad things  ..even if it wasn't bad and i was kidding but whatever! fml","hate"
"1073",1962998883,"sadness","erinvy","@loryanyumul i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.","sadness"
"1074",1963001495,"sadness","bwilsxo","Done with geology!! But I'm really missing my favorite sisters! Especially because they can't go to banquet tonight","sadness"
"1075",1963002927,"worry","SacTomatoCarri","@AnarchyGarden I was going to go on Sunday, but now I've got too much going on that weekend","neutral"
"1076",1963005026,"worry","krees91","YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though","enthusiasm"
"1077",1963013279,"love","lykaorhel","@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha","neutral"
"1078",1963015421,"worry","BrianUnplugged","Somebody buy me a plane ticket home!! I miss my girl...","sadness"
"1079",1963019591,"sadness","PurloinedKitten","It figures. It starts raining as I am freed from work","sadness"
"1080",1963020978,"worry","michiFM","my pooooor baby (my dog chachi)  she had surgery todayyyyy","sadness"
"1081",1963024167,"happiness","Jennathemuse","My Pom pup is favoring her front paw.","worry"
"1082",1963027493,"worry","youtellmeplz","Almost to grandmas now. No internet there. I will never catch up on twitter.","boredom"
"1083",1963037573,"love","AyoMillions","@getemgirlfriday aw, I hope you feel better!","relief"
"1084",1963039300,"worry","IvanaE","Sucky Sucky homework","anger"
"1085",1963041468,"hate","NANCY___","@ColetteThomsonx pure twittering my friends  he's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys.","fun"
"1086",1963043557,"sadness","lordsbread","Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me","worry"
"1087",1963046013,"neutral","lauranwaslike","Does anyone know how to call an international cell phone in france? Because i sure dont","neutral"
"1088",1963048077,"sadness","AlicaKate","I came home thinking that maybe there was something good to eat. Apparently not.","sadness"
"1089",1963050534,"love","lateenagirl","It's a nice day and I stuck inside!!","sadness"
"1090",1963056497,"worry","KatieHays09","Britains got talent only two episodes left  Will miss them buzzers lol.","neutral"
"1091",1963057964,"happiness","TiaFynnie","woo exams nxt wk","worry"
"1092",1963060963,"worry","GreggWithTwoGs","You spelled my name wrong, but message received   http://tinyurl.com/krw9p3","neutral"
"1093",1963064849,"worry","alyssalv","@bethanyNYC SO jealous...see if you can get some Dallas concert tix out of her...it's all sold out!!","worry"
"1095",1963068976,"neutral","halbpro","Hm... TweetDeck has lost all old replies.","neutral"
"1096",1963072410,"neutral","clubflys","I just realized that I can't forward text msgs with my iPhone.","neutral"
"1097",1963080822,"worry","iitsgabby","Organic chemistry  ah so confusing!","boredom"
"1098",1963083363,"worry","Stephanie18424","Thunder &amp; lightning scarededededed me!","anger"
"1099",1963086009,"worry","Lanners23","is wondering y Mother Nature is making my life miserable","anger"
"1100",1963088070,"love","CatheSaxon","LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today","love"
"1101",1963089620,"worry","TouchedArtist","Playing some games before I leave for work   Work til at least 11PM tonight.","neutral"
"1102",1963092483,"happiness","mrstracymartin","So nice how Natalie taught Jameson &quot;why&quot;!!!","happiness"
"1103",1963094826,"love","marci723","Noooo my favorite coworker just got a new job, he's doing marc jacobs shows now, not fair! I don't want him 2 go!","anger"
"1104",1963102275,"worry","RoeBloodBathx","Whew. Finally done editing my Friendster account. Haha! Oh, geez. I'm hungry.","relief"
"1105",1963104923,"love","lilymalcolm","@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!","fun"
"1106",1963106014,"sadness","kvwhitten6","Yea baby!! Im gonna miss you so much","happiness"
"1107",1963107653,"sadness","xlavagirl","So screwed for sat 2 us","anger"
"1108",1963109894,"worry","Superrdouche","@ecnmst I'm doing all of Russia today! Because I'm cracking on with Economics tommorow  I'm retaking aswell :/","worry"
"1109",1963112024,"worry","gcole12","(2/2) everything but finacially we just dont have it","sadness"
"1110",1963114170,"neutral","bareeder","I dont know how in the world this thing works","boredom"
"1111",1963124804,"worry","andy_nolan","Cloudy today","neutral"
"1112",1963126149,"hate","blunaaa","The weather is gross outside. It puts me in a bad mood.","anger"
"1113",1963127269,"relief","_AislinnTighee","@honorsociety you guys actually rock  why aren't you going to europe with jb?","enthusiasm"
"1114",1963128536,"worry","itssoophie","I think I've never been so tired in my entire life. Gotta go now, I've got some homework to do","boredom"
"1115",1963129919,"happiness","IsobelDawn","The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping","happiness"
"1116",1963131946,"sadness","BennyDunk","My tummy hurts...","sadness"
"1117",1963134629,"worry","HorseyJesse","Well, my aunts dog died. I understand how devastated she is. I'll probably head over there soon for support","sadness"
"1118",1963136218,"sadness","hi_im_steph","Writing in yearbooks make me wanna cry","sadness"
"1119",1963143902,"sadness","JudeBrian","is locked out for the house! shit, thank god there's internet...","anger"
"1120",1963145873,"worry","deepakpanigrahy","@gulpanag thats pretty bad quality and probably the worst pic u posted till date","anger"
"1121",1963148051,"sadness","heartsigh","My phone is so stubborn!! You'd think it had my genes or something!!","anger"
"1122",1963151769,"sadness","guy_routte","@thebeckyanne I'm giving my sis a show at my crib Sunday, she's an incredible jewelry designer, but you'll be gone","neutral"
"1123",1963153806,"surprise","geremiCAMPESINO","@mileycyrus they all stopped doing drugs!","surprise"
"1124",1963155331,"hate","Destiny116","Happy 2 b out of school!!!!!!! People just piss me off sometimes","anger"
"1125",1963157381,"neutral","sampan22","@RetroRewind ive totally 4got the donation link  gonna double my donation this week ;) x","neutral"
"1126",1963159021,"sadness","DoctorSanchez","Had to spend lunch murderin hits","fun"
"1127",1963167091,"hate","Aimee_Face","Hating GCSE geography","hate"
"1128",1963169994,"worry","lindsayology","What was I going to do? i've forgotten.","boredom"
"1130",1963174920,"hate","nkotbkickinass","Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now","worry"
"1131",1963177066,"sadness","gatorgurl86","Getting my hair done...missing him","sadness"
"1132",1963179685,"worry","jyri","Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;","boredom"
"1133",1963187695,"worry","g0nz","@JNez I hear that, we've missed so many films due to insufficient fundage: Watchmen, Dark Knight, Star Trek.","neutral"
"1134",1963190504,"worry","NROTB","@shaydakiss doesnt look good  we have to go burn some lampions","anger"
"1135",1963193889,"fun","Cherrim","@cloudconnected I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.","surprise"
"1136",1963195429,"worry","matt44kattie","noooooooo...another headache...hopefully not a migraine","sadness"
"1137",1963197844,"worry","choon01","Omg after all this searching, still can't find what I am looking for.","worry"
"1138",1963200151,"worry","lovespell83","I believe a man died in a car wreck today just right down the road.  It happened at 12 and at 2 he was still in the car.","sadness"
"1139",1963201459,"enthusiasm","britthernandez","@criscilla at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!","enthusiasm"
"1140",1963210177,"hate","shadez","@LimeIce you didnt even send me a nice bid  #twpp","anger"
"1141",1963213044,"sadness","sharpener","http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf","enthusiasm"
"1142",1963215074,"sadness","trpilot","@luuloo  im really sorry i know wallah how u feel this life is shittttttttt","sadness"
"1143",1963216854,"sadness","sam_acw","#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books","worry"
"1144",1963218268,"sadness","iheartnynuk","Work has really sucked the past 2 days &amp; now my 11:00 meeting on Mon got rescheduled to 9 am! That's just plain evil...i need a new job!!","anger"
"1145",1963221266,"sadness","iwannascrap","@SosiP oooh...I wish I could've gone there today, too!   I know Zach was looking forward to it.","surprise"
"1146",1963224900,"sadness","marsdewd","@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine","sadness"
"1147",1963228334,"worry","gatlindrake","I want to be in love.......","love"
"1148",1963229372,"worry","Stepfers_DUH","Graduating from high school tonight  im kind of sad..","sadness"
"1149",1963231487,"worry","rwnin","@reverz - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don't want id theft","neutral"
"1150",1963233938,"neutral","180bysummer","@LiverpoolMich funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk","neutral"
"1151",1963266779,"worry","cupcakelovely","Practically my whole body burns... I can't bend over or make any sudden movements with my arms","sadness"
"1152",1963270286,"sadness","pure_ice","it makes me want to cry when 2 grown men discuss characters on All My Children.","sadness"
"1153",1963272180,"neutral","mossyrants","Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet","neutral"
"1154",1963274871,"fun","CaityXtine","Watching Ellen Love her!! then doing the dishes  and tanning ...it's gorgeous out!","happiness"
"1155",1963277410,"worry","anziebar","My pen just blew up in my hand. There's ink everywhere. I am now a walking Rorschach test.","surprise"
"1156",1963279643,"neutral","Tanya_Arellano","will be MIA until june 13.. finals","neutral"
"1157",1963280486,"surprise","captainsharmie","@nickjfrost that's what i tell everyone! their food is the WORST! no one understands my horror.","anger"
"1158",1963283709,"neutral","JB59_725","@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote","worry"
"1159",1963295557,"worry","arinlove","@dougiemcfly  stuck from tom i guess...  hope you get well soon.... wishess....","neutral"
"1160",1963297613,"surprise","dawl83","@Polymath7 hey I didn't get the email yet","neutral"
"1161",1963302866,"surprise","wchrisburcham","Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well","sadness"
"1162",1963304732,"neutral","gajka","@GDGOfficial  what about England??","neutral"
"1163",1963306960,"sadness","4995songs","This sars has really got me down.","sadness"
"1164",1963309177,"sadness","QueenBattlezone","I am tired.","sadness"
"1165",1963316372,"sadness","oceantriana","I'm wishing I was outside instead of trapped in my office.","boredom"
